index,train_type
7523,0
11275,0
0,0
2018,0
12094,0
8125,0
6226,0
6932,0
2785,0
1194,0
16535,0
7436,0
8911,0
1398,0
17012,0
9943,0
9132,0
5545,0
10898,0
6801,0
17056,0
3249,0
18608,0
8563,0
6935,0
18990,0
2298,0
9348,0
2604,0
19768,0
1276,0
17385,0
1899,0
2487,0
12656,0
1359,0
8696,0
521,0
17038,0
1651,0
12919,0
1370,0
7941,0
19111,0
1780,0
7770,0
10195,0
12070,0
3579,0
8721,0
38,0
15899,0
13001,0
7557,0
10531,0
8360,0
10631,0
7357,0
8119,0
11812,0
18849,0
13055,0
7413,0
9136,0
1825,0
17071,0
15768,0
5799,0
6768,0
12918,0
6302,0
17365,0
15653,0
13222,0
18575,0
10126,0
6880,0
18125,0
11382,0
7907,0
17380,0
17788,0
5876,0
6511,0
8460,0
2742,0
1447,0
9670,0
19888,0
12053,0
360,0
5584,0
9832,0
19846,0
19220,0
19727,0
19415,0
209,0
7221,0
16208,0
19523,0
11357,0
9790,0
6187,0
11109,0
11799,0
16930,0
18666,0
16860,0
8321,0
7624,0
16822,0
18023,0
2162,0
13208,0
9805,0
7868,0
3322,0
7787,0
9956,0
6185,0
18368,0
17114,0
6036,0
9815,0
18021,0
18298,0
2612,0
3427,0
17683,0
17503,0
5558,0
16611,0
16389,0
2768,0
17695,0
6419,0
11547,0
172,0
8883,0
16737,0
8718,0
1117,0
17918,0
2250,0
12875,0
9088,0
19783,0
10578,0
5603,0
2619,0
17265,0
16236,0
16430,0
9766,0
17098,0
972,0
2504,0
2257,0
9974,0
7747,0
3300,0
18351,0
3254,0
12352,0
16479,0
9947,0
11619,0
1687,0
12679,0
1501,0
9310,0
8148,0
2893,0
7250,0
6099,0
12945,0
9932,0
8842,0
18730,0
19883,0
10730,0
5713,0
9898,0
12260,0
5840,0
18966,0
7274,0
16300,0
10127,0
7445,0
17008,0
18056,0
16146,0
19910,0
7975,0
9586,0
16511,0
6276,0
10965,0
9445,0
2264,0
8798,0
882,0
8830,0
1670,0
12313,0
16899,0
2271,0
18704,0
1403,0
17106,0
19369,0
16035,0
11969,0
8807,0
2300,0
3079,0
12048,0
11156,0
10248,0
9710,0
3304,0
18618,0
1822,0
16189,0
17251,0
11931,0
11032,0
1686,0
7226,0
8615,0
7053,0
5497,0
18172,0
3440,0
19560,0
8436,0
17632,0
10914,0
16047,0
11642,0
3121,0
5459,0
3401,0
12291,0
7253,0
17953,0
17620,0
13028,0
12380,0
10071,0
9872,0
3214,0
3517,0
17557,0
17793,0
1585,0
6575,0
18046,0
15805,0
18621,0
6482,0
3404,0
10932,0
13218,0
7870,0
18355,0
2839,0
5830,0
19583,0
19182,0
1625,0
2713,0
5574,0
11729,0
3489,0
6384,0
6065,0
17111,0
18394,0
16424,0
19610,0
19968,0
2858,0
6506,0
18410,0
18867,0
12165,0
2326,0
2912,0
7876,0
1652,0
13252,0
6287,0
19621,0
12445,0
12039,0
17212,0
705,0
10514,0
362,0
19155,0
634,0
18677,0
7930,0
18081,0
5676,0
6279,0
6739,0
3347,0
19312,0
3069,0
7935,0
7872,0
990,0
11562,0
9643,0
18051,0
1561,0
3258,0
1821,0
19976,0
532,0
10158,0
18361,0
6063,0
17704,0
1823,0
8189,0
8080,0
8208,0
12168,0
17637,0
19915,0
19602,0
11238,0
11665,0
19545,0
6023,0
8039,0
15626,0
17516,0
15647,0
16346,0
6478,0
2734,0
17761,0
955,0
9409,0
1987,0
2689,0
6211,0
17085,0
8731,0
5441,0
10140,0
19037,0
17325,0
7230,0
41,0
7630,0
6512,0
8305,0
17998,0
7288,0
5423,0
12913,0
6249,0
10197,0
1407,0
12106,0
9557,0
11887,0
6978,0
9449,0
179,0
11941,0
16318,0
18856,0
6713,0
9361,0
19305,0
15951,0
8584,0
19302,0
11372,0
10659,0
12473,0
2981,0
7244,0
6117,0
1701,0
1915,0
19230,0
19535,0
124,0
17716,0
6480,0
17215,0
12215,0
18539,0
16624,0
291,0
7458,0
16277,0
5607,0
2163,0
13212,0
15844,0
8378,0
16027,0
2043,0
8542,0
2299,0
2382,0
11503,0
18401,0
9981,0
18652,0
16909,0
8541,0
6324,0
6631,0
3111,0
18108,0
11114,0
13179,0
17527,0
490,0
2010,0
2362,0
16935,0
16221,0
6479,0
11952,0
13166,0
9158,0
15851,0
1210,0
12967,0
19104,0
7654,0
5464,0
11075,0
485,0
6917,0
16924,0
11443,0
2873,0
16327,0
19661,0
2638,0
2454,0
12984,0
18449,0
2217,0
18386,0
1070,0
16380,0
3586,0
1323,0
10415,0
19975,0
19613,0
5474,0
19088,0
5917,0
11894,0
19756,0
17042,0
2291,0
1791,0
15745,0
374,0
3568,0
12278,0
9371,0
17296,0
9945,0
12539,0
19693,0
7979,0
3583,0
7193,0
17208,0
3204,0
7807,0
8944,0
344,0
309,0
17764,0
2358,0
5950,0
7797,0
10349,0
9369,0
11087,0
7634,0
8081,0
12402,0
11549,0
18431,0
18612,0
10225,0
408,0
9506,0
10792,0
17151,0
12698,0
19663,0
19719,0
2225,0
930,0
11845,0
17028,0
10033,0
18302,0
9676,0
12353,0
10009,0
12525,0
9067,0
8302,0
11655,0
17909,0
18190,0
11832,0
5727,0
5724,0
1097,0
8476,0
3361,0
16009,0
1705,0
12867,0
8823,0
2461,0
19334,0
19407,0
18399,0
16080,0
3461,0
15637,0
16949,0
15801,0
16969,0
12816,0
6567,0
9410,0
370,0
18344,0
9587,0
12379,0
6297,0
16662,0
19224,0
12370,0
17622,0
503,0
1893,0
8194,0
12328,0
10489,0
11101,0
17395,0
12933,0
9987,0
5809,0
15908,0
1347,0
2373,0
18276,0
8742,0
11725,0
7261,0
444,0
6188,0
12164,0
6909,0
12838,0
9183,0
16386,0
10315,0
13014,0
17186,0
16830,0
12709,0
10369,0
5769,0
11608,0
7734,0
9513,0
9026,0
2722,0
1576,0
6877,0
122,0
11043,0
19173,0
305,0
7166,0
13173,0
16526,0
917,0
140,0
1162,0
3529,0
10214,0
12115,0
16297,0
2586,0
13301,0
18077,0
18831,0
7464,0
2076,0
7065,0
9950,0
2666,0
17549,0
12098,0
9225,0
18061,0
16989,0
5505,0
7821,0
11995,0
19091,0
12820,0
8407,0
2749,0
896,0
494,0
7906,0
16063,0
11132,0
1108,0
17341,0
9159,0
720,0
1991,0
18505,0
8727,0
9523,0
1854,0
12044,0
15856,0
6474,0
678,0
18142,0
17260,0
5617,0
6946,0
406,0
16060,0
12529,0
2103,0
17607,0
2654,0
10220,0
1188,0
8043,0
16861,0
17631,0
19958,0
192,0
6045,0
6849,0
10269,0
3099,0
11124,0
7939,0
3190,0
12399,0
17216,0
7927,0
11469,0
18113,0
8984,0
8804,0
19597,0
7433,0
16089,0
12,0
6934,0
19950,0
18600,0
8098,0
6629,0
8854,0
7379,0
8623,0
149,0
15952,0
16705,0
12694,0
19784,0
7480,0
10330,0
16032,0
16712,0
6523,0
10563,0
11916,0
2000,0
94,0
18983,0
1143,0
80,0
7033,0
12737,0
9627,0
19345,0
6871,0
18917,0
9745,0
18984,0
6398,0
10525,0
7912,0
8067,0
12409,0
11623,0
17735,0
17383,0
614,0
17596,0
17270,0
18059,0
17925,0
7567,0
19818,0
8091,0
19944,0
9514,0
18670,0
11013,0
17526,0
19740,0
8368,0
1378,0
19267,0
1298,0
8896,0
16418,0
18514,0
3227,0
6546,0
7988,0
5556,0
18391,0
1,0
11826,0
19068,0
8490,0
10583,0
8520,0
3006,0
15973,0
12596,0
11471,0
7669,0
7570,0
7072,0
3351,0
16502,0
11914,0
18436,0
8735,0
992,0
8174,0
16801,0
19521,0
19368,0
12894,0
2036,0
6026,0
21,0
3025,0
420,0
8258,0
9743,0
17892,0
10192,0
19250,0
7844,0
16122,0
9367,0
2054,0
9793,0
12122,0
11592,0
13213,0
15736,0
16377,0
1151,0
7918,0
17412,0
389,0
18576,0
6931,0
1819,0
2243,0
551,0
17851,0
10409,0
107,0
9368,0
8672,0
9780,0
16350,0
16487,0
7743,0
17170,0
8753,0
19428,0
8465,0
12892,0
15668,0
17647,0
7466,0
11163,0
9835,0
9536,0
6705,0
16839,0
18173,0
3265,0
2297,0
6862,0
16738,0
1732,0
1237,0
1073,0
2663,0
15796,0
5626,0
18116,0
10213,0
2517,0
15847,0
9208,0
12444,0
16766,0
2710,0
5470,0
9864,0
1941,0
16279,0
3467,0
9642,0
9869,0
8554,0
18985,0
2351,0
16571,0
9660,0
276,0
19214,0
17924,0
16135,0
1751,0
17852,0
11957,0
2489,0
19157,0
8103,0
9656,0
12175,0
12325,0
5736,0
16468,0
7147,0
12615,0
2659,0
18326,0
3240,0
16322,0
19576,0
6709,0
19087,0
6412,0
13143,0
5486,0
6707,0
11905,0
15762,0
18504,0
5870,0
10015,0
12556,0
1681,0
11860,0
7668,0
6989,0
18414,0
9669,0
10638,0
17264,0
16964,0
33,0
13277,0
13230,0
11544,0
16116,0
18450,0
19629,0
2855,0
10144,0
5496,0
17110,0
12584,0
12567,0
11480,0
5989,0
230,0
19773,0
1563,0
285,0
17277,0
10226,0
12629,0
11421,0
10502,0
6267,0
3118,0
18317,0
17766,0
7161,0
9330,0
8430,0
17037,0
11481,0
10947,0
16307,0
13313,0
8983,0
5588,0
17849,0
15656,0
7779,0
5622,0
7006,0
17714,0
7946,0
18798,0
13332,0
9703,0
5692,0
18545,0
7818,0
6371,0
19980,0
18457,0
30,0
1181,0
6340,0
12555,0
17297,0
10691,0
2771,0
18590,0
5734,0
16417,0
9807,0
16694,0
17476,0
6654,0
15960,0
19767,0
17555,0
7541,0
2687,0
6741,0
16781,0
9451,0
6221,0
10436,0
19164,0
6554,0
5488,0
18999,0
15838,0
19494,0
8535,0
11638,0
384,0
12699,0
6201,0
538,0
1787,0
12800,0
1542,0
16125,0
19686,0
18721,0
7738,0
3187,0
1602,0
18589,0
2743,0
18827,0
1002,0
8157,0
7449,0
11932,0
3104,0
16722,0
9609,0
17935,0
19655,0
12763,0
12224,0
2577,0
10901,0
8410,0
15990,0
19044,0
7405,0
19794,0
3091,0
12536,0
8239,0
19716,0
6342,0
1648,0
7192,0
11598,0
3108,0
1551,0
3534,0
2414,0
17934,0
15687,0
9061,0
963,0
16431,0
11577,0
8387,0
12925,0
6756,0
2292,0
11188,0
9407,0
1016,0
6178,0
10933,0
19802,0
2114,0
9911,0
7482,0
7718,0
16976,0
6021,0
10475,0
3338,0
8324,0
18533,0
859,0
5866,0
7995,0
2150,0
16313,0
7632,0
6194,0
2265,0
1241,0
851,0
6719,0
17784,0
9450,0
16349,0
5981,0
2062,0
8976,0
11870,0
12082,0
8330,0
2677,0
7723,0
15729,0
19502,0
6901,0
10681,0
5887,0
12351,0
5902,0
6101,0
19571,0
18939,0
1141,0
13159,0
13070,0
12822,0
1814,0
18013,0
6231,0
6600,0
10106,0
9492,0
10836,0
6994,0
12830,0
2275,0
16030,0
6248,0
12724,0
10649,0
18882,0
5618,0
10674,0
16392,0
16863,0
11784,0
8422,0
19075,0
16023,0
10096,0
11711,0
18352,0
365,0
6782,0
12871,0
1437,0
6153,0
104,0
12450,0
17901,0
714,0
16919,0
9282,0
7070,0
15870,0
19055,0
19135,0
18430,0
2423,0
513,0
7481,0
6596,0
19382,0
3387,0
9917,0
10231,0
8469,0
9102,0
11366,0
613,0
7626,0
8534,0
18732,0
306,0
2558,0
9437,0
1404,0
19635,0
13136,0
18159,0
5748,0
19801,0
3269,0
10500,0
11353,0
12586,0
5426,0
16853,0
7110,0
17587,0
11560,0
193,0
6905,0
15826,0
1855,0
19742,0
1581,0
9189,0
16353,0
11057,0
5735,0
19357,0
6519,0
2569,0
8486,0
18555,0
15954,0
11442,0
11746,0
19440,0
12784,0
10482,0
16559,0
17835,0
13104,0
11873,0
16960,0
19844,0
16680,0
19380,0
10640,0
8682,0
8224,0
13383,0
1185,0
791,0
9139,0
7164,0
10357,0
12534,0
17752,0
7337,0
15679,0
12974,0
10610,0
952,0
18943,0
10810,0
10193,0
9488,0
11216,0
9938,0
5673,0
17986,0
11508,0
19257,0
1573,0
1160,0
17588,0
16057,0
1811,0
580,0
12088,0
10027,0
13163,0
18726,0
15728,0
2951,0
9792,0
18981,0
9429,0
1589,0
19058,0
17245,0
6838,0
8583,0
7849,0
19774,0
11778,0
1047,0
19254,0
13323,0
8070,0
9069,0
9037,0
10765,0
1509,0
2883,0
6040,0
304,0
1153,0
1278,0
12927,0
5506,0
8680,0
12687,0
18886,0
7617,0
12855,0
2787,0
9220,0
7492,0
19162,0
17506,0
6498,0
2965,0
11458,0
12042,0
8092,0
18899,0
17558,0
18147,0
1943,0
11618,0
6446,0
10752,0
3230,0
19697,0
8391,0
12657,0
11671,0
9714,0
6724,0
3073,0
16133,0
1192,0
13228,0
445,0
12134,0
531,0
11767,0
12869,0
11949,0
12245,0
8551,0
17240,0
6828,0
12753,0
5538,0
1847,0
3480,0
341,0
12109,0
9156,0
2570,0
10343,0
6397,0
18523,0
12000,0
17118,0
3477,0
8165,0
18016,0
17774,0
17206,0
12691,0
7308,0
11821,0
19509,0
3001,0
13114,0
5562,0
16687,0
2836,0
16931,0
1230,0
766,0
659,0
7338,0
18705,0
6850,0
8613,0
18042,0
2583,0
10086,0
8507,0
7024,0
9413,0
10433,0
17868,0
11926,0
8175,0
10284,0
8737,0
18090,0
18188,0
1204,0
12479,0
9097,0
19694,0
7561,0
17022,0
5521,0
11742,0
12772,0
58,0
13325,0
3484,0
2352,0
17921,0
8558,0
849,0
17671,0
11634,0
16897,0
18585,0
9028,0
18267,0
251,0
7857,0
1810,0
6313,0
5687,0
11116,0
2032,0
1430,0
9527,0
18620,0
2815,0
1526,0
18492,0
11111,0
18086,0
1408,0
1304,0
6048,0
2556,0
16536,0
722,0
5490,0
17747,0
8417,0
1300,0
18238,0
10986,0
13167,0
7505,0
11745,0
1942,0
17421,0
9246,0
6737,0
7841,0
10870,0
12376,0
16211,0
12234,0
18863,0
661,0
9681,0
1524,0
13020,0
6594,0
16280,0
15641,0
1866,0
9544,0
9924,0
17061,0
12706,0
17252,0
9532,0
7604,0
19569,0
18857,0
8625,0
15974,0
12357,0
1131,0
8260,0
6467,0
17487,0
7077,0
15675,0
2989,0
12421,0
12511,0
17980,0
15670,0
19110,0
16001,0
2111,0
12603,0
11523,0
8349,0
15611,0
8409,0
2568,0
232,0
3169,0
16293,0
1082,0
804,0
8052,0
10595,0
17020,0
16875,0
13220,0
10917,0
11325,0
7121,0
9216,0
1227,0
595,0
11082,0
1836,0
16939,0
8237,0
15640,0
7241,0
11112,0
6942,0
9149,0
18019,0
12017,0
8561,0
10048,0
221,0
19496,0
19632,0
16259,0
5458,0
1969,0
5637,0
10487,0
465,0
1707,0
3389,0
861,0
10875,0
5723,0
13318,0
9821,0
19268,0
3176,0
751,0
1329,0
1677,0
3469,0
19413,0
19139,0
6227,0
5539,0
1434,0
16201,0
7287,0
15839,0
867,0
6930,0
15886,0
12020,0
12167,0
629,0
1090,0
15596,0
18552,0
13202,0
787,0
2597,0
508,0
7694,0
17226,0
16912,0
2963,0
17692,0
18018,0
19854,0
19236,0
1857,0
2462,0
6883,0
15719,0
10975,0
6243,0
8953,0
1676,0
3500,0
1049,0
2563,0
12767,0
11286,0
6057,0
19002,0
12217,0
11605,0
12307,0
12591,0
11354,0
10104,0
1994,0
16872,0
8878,0
7602,0
10181,0
8500,0
13081,0
1383,0
9664,0
19211,0
12953,0
11369,0
16396,0
3483,0
885,0
12007,0
19703,0
17454,0
274,0
17068,0
7564,0
7501,0
6083,0
17232,0
3037,0
6633,0
3186,0
16451,0
12631,0
13076,0
19292,0
10741,0
19863,0
18854,0
5503,0
18992,0
12030,0
10070,0
6247,0
17748,0
9886,0
1468,0
19275,0
553,0
1413,0
1216,0
7256,0
7620,0
3016,0
10128,0
1366,0
18765,0
6337,0
10244,0
1114,0
5535,0
11762,0
16943,0
1906,0
3127,0
7814,0
17985,0
7352,0
7903,0
17005,0
9686,0
1873,0
16180,0
8943,0
5409,0
12233,0
10341,0
5820,0
6470,0
9698,0
12589,0
7075,0
19781,0
7961,0
6131,0
182,0
8791,0
19611,0
2228,0
16552,0
2911,0
16498,0
9345,0
15786,0
1142,0
15627,0
6777,0
1316,0
17887,0
19137,0
9891,0
1083,0
8745,0
12587,0
6644,0
2108,0
6461,0
10023,0
17023,0
15792,0
11494,0
18462,0
1363,0
1919,0
2830,0
17686,0
1358,0
5609,0
246,0
15770,0
2916,0
18980,0
13072,0
5570,0
17615,0
2053,0
2975,0
13267,0
11620,0
6086,0
19352,0
1659,0
12191,0
11647,0
10672,0
7587,0
376,0
13248,0
7645,0
12841,0
794,0
8487,0
17719,0
6536,0
2646,0
9895,0
11960,0
998,0
6766,0
19278,0
3205,0
3076,0
1624,0
8046,0
16096,0
8201,0
9888,0
19011,0
6787,0
1497,0
805,0
16440,0
19311,0
10488,0
1488,0
353,0
6488,0
17171,0
17203,0
5806,0
17418,0
10422,0
9583,0
18838,0
2939,0
2347,0
8472,0
17728,0
1916,0
10620,0
18484,0
11210,0
5546,0
12029,0
10585,0
1425,0
9887,0
3042,0
12831,0
6373,0
7096,0
10797,0
401,0
15704,0
7322,0
3398,0
15616,0
3166,0
2100,0
16553,0
13021,0
2866,0
10598,0
2591,0
15773,0
12011,0
10139,0
2807,0
17614,0
6054,0
11660,0
12884,0
16628,0
10217,0
8164,0
13185,0
7833,0
8555,0
12463,0
8003,0
12715,0
10142,0
7378,0
2429,0
18439,0
1570,0
8362,0
18880,0
2147,0
7925,0
12311,0
1575,0
1330,0
1051,0
3041,0
13042,0
16768,0
16167,0
16723,0
11334,0
17273,0
10926,0
2631,0
19749,0
409,0
16842,0
13211,0
7435,0
11534,0
6234,0
18337,0
19079,0
10886,0
18362,0
3432,0
1247,0
7151,0
19086,0
9038,0
1539,0
18216,0
8724,0
8767,0
9200,0
3084,0
16203,0
7926,0
17074,0
18145,0
8861,0
12308,0
5485,0
5779,0
8831,0
11899,0
12241,0
6299,0
10056,0
17844,0
12468,0
17046,0
13279,0
9051,0
313,0
17946,0
12194,0
9363,0
5594,0
10173,0
17318,0
12249,0
3511,0
6974,0
3360,0
1812,0
16934,0
8127,0
8817,0
19815,0
3218,0
18997,0
18187,0
8834,0
660,0
2820,0
7359,0
10387,0
820,0
2005,0
6029,0
19114,0
10196,0
19194,0
10923,0
3066,0
17289,0
9801,0
12360,0
5852,0
10666,0
15845,0
9494,0
11954,0
17659,0
11012,0
9289,0
16539,0
19073,0
2366,0
7968,0
6999,0
3479,0
7547,0
1832,0
9630,0
1415,0
1683,0
7344,0
19948,0
16600,0
12914,0
10639,0
17633,0
2311,0
6024,0
10927,0
16666,0
12819,0
9934,0
19855,0
7363,0
9481,0
8827,0
8179,0
2113,0
17696,0
7128,0
1621,0
6606,0
2313,0
18220,0
16003,0
2065,0
3536,0
17169,0
8860,0
908,0
9834,0
8575,0
16192,0
5907,0
6445,0
18530,0
11541,0
1431,0
7259,0
12908,0
9269,0
16594,0
10288,0
9292,0
9343,0
2741,0
18915,0
7248,0
5824,0
1721,0
8600,0
19876,0
9199,0
985,0
7018,0
10092,0
6925,0
7629,0
18569,0
1129,0
16729,0
12791,0
16547,0
12647,0
9753,0
3043,0
9033,0
9610,0
9229,0
2440,0
6841,0
18284,0
19431,0
211,0
8108,0
7343,0
15938,0
1611,0
17342,0
5975,0
8248,0
5751,0
12607,0
7346,0
9661,0
8789,0
7544,0
19666,0
18607,0
1255,0
16944,0
10719,0
19373,0
5529,0
10062,0
12569,0
9196,0
7479,0
7158,0
2089,0
1220,0
1380,0
9255,0
1513,0
10699,0
5705,0
16577,0
5602,0
1781,0
1520,0
6113,0
526,0
16117,0
19945,0
8298,0
1859,0
11698,0
1534,0
7938,0
8483,0
17894,0
8959,0
8681,0
9063,0
19961,0
198,0
1521,0
